416 2092305185 0
412 3028968363 0
408 2077126505 0
400 2157671553 0
398 2349041400 0
398 2090852245 0
390 1741251445 0
389 1392818504 0
384 891966918 0
381 613306369 0
376 837066135 0
372 1153846949 0
371 1416881591 0
370 988294167 0
369 672446531 0
363 536870912 0
358 697490149 0
352 751492592 0
349 618887983 0
346 536870912 0
346 536870912 0
341 536870912 0
341 752480052 0
338 829506445 0
335 937340714 0
334 983534689 0
331 1075871441 0
326 873520847 0
323 1120249825 0
319 1665737787 0
316 1263715058 0
312 1676708551 0
309 1110274064 0
304 1342591222 0
304 931839578 0
301 1019959407 0
299 1039507944 0
298 1307484578 0
294 1879467447 0
288 1001013238 0
287 676423092 0
283 974922473 0
278 583101810 0
278 536870912 0
274 753378302 0
270 536870912 0
268 536870912 0
267 536870912 0
263 536870912 0
258 603493867 0
256 580192433 0
251 536870912 0
250 536870912 0
245 536870912 0
243 764297005 0
242 1042848715 0
241 1563022457 0
238 2289129282 0
233 2317289144 0
229 2984285218 0
228 1513389647 0
226 855332135 0
225 823097835 0
225 894323869 0
222 627837950 0
218 754661968 0
215 581136392 0
215 536870912 0
213 536870912 0
210 785276221 0
207 1137689857 0
205 1204166452 0
202 996872920 0
202 1183283533 0
201 1773729358 0
198 1545209704 0
197 2013064274 0
195 2715583712 0
192 2005570555 0
190 1046062461 0
188 1460915012 0
187 859854520 0
186 910836691 0
185 696094778 0
184 1027836050 0
181 1269109110 0
179 1753646450 0
179 959104896 0
178 884094431 0
176 648834559 0
174 536870912 0
173 536870912 0
172 789797816 0
172 789570476 0
171 624664878 0
171 728274928 0
170 653318284 0
168 544997749 0
166 548332506 0
163 536870912 0
160 680964593 0
157 841072076 0
155 1093478503 0
152 1289780092 0
150 1817146115 0
148 2000513471 0
147 1509183010 0
144 1758092048 0
144 2261657907 0
143 1293611616 0
142 1484242064 0
139 1985350265 0
138 1931694765 0
136 1943089340 0
134 2132469573 0
134 1939410609 0
133 979025368 0
132 1345402968 0
131 904297795 0
131 749247165 0
129 1080642683 0
128 745350144 0
126 914459343 0
124 571804738 0
122 674291293 0
121 624120379 0
120 783646516 0
120 996668833 0
118 1080236480 0
117 833745112 0
116 1109784156 0
114 1432323147 0
113 1958878305 0
111 2916842004 0
111 2314981410 0
110 1515516616 0
110 1776365870 0
109 1894367445 0
108 1338011933 0
108 1147907809 0
106 849953416 0
105 737539755 0
105 542977016 0
105 536870912 0
103 536870912 0
101 536870912 0
101 561265377 0
100 536870912 0
99 750506051 0
99 1010591928 0
98 988303980 0
97 1020642920 0
96 1054948797 0
95 1521709679 0
93 2000569532 0
93 1762805212 0
92 1175657238 0
91 1343430787 0
91 1526272236 0
90 1619427272 0
89 1087628688 0
88 1174813261 0
87 1032028225 0
85 1343245882 0
85 1477362305 0
84 1100468115 0
83 1100388467 0
82 1251953189 0
82 1692730393 0
81 2332983887 0
80 1825490941 0
80 1328878158 0
79 1526288752 0
78 1174224912 0
77 1394297965 0
75 794383960 0
75 960460626 0
74 1289171712 0
73 1747132185 0
73 1887813216 0
72 2332876516 0
71 2827623567 0
70 3659561465 0
69 2528663732 0
69 1931794309 0
68 2336602342 0
67 1257570437 0
67 1647700518 0
66 1971573486 0
66 2417366221 0
65 2586426274 0
64 1980142037 0
63 1722621124 0
62 1060208048 0
62 640979300 0
62 701092634 0
61 920455340 0
60 738612129 0
59 1039259274 0
59 1419893125 0
58 1355267529 0
58 943822136 0
57 1110918339 0
57 1186696407 0
56 1677223087 0
55 1650239005 0
55 1943109244 0
54 1785837858 0
54 2066740019 0
53 1827264865 0
52 1287360162 0
51 1829860343 0
51 1393117877 0
51 2076714487 0
51 2496388175 0
51 3386072904 0
51 4102576638 0
50 5721931483 0
49 4624428150 0
49 4185740615 0
48 2945674383 0
48 2611051899 0
47 2319114615 0
46 2479455832 0
45 2891693221 0
45 1927272830 0
44 2229359582 0
44 1308396692 0
43 1705404874 0
43 1131804639 0
42 1494241343 0
42 896196577 0
42 1161821383 0
